month,Trend_Index
2025-12-01,-0.03152600607047873
2026-01-01,-0.05569020925769008
2026-02-01,-0.0801746661810216
2026-03-01,-0.08046383657203648
2026-04-01,-0.08046383657203648
2026-05-01,-0.08046383657203648
2026-06-01,-0.08046383657203648
